UserId,UserName,Date,Location,PostId,TagId,TagName
"741099","Nyxynyx","2017-06-01 09:35:19","Boston","10045022","21","mysql"
"1731862","Ankur Shanbhag","2017-12-15 18:05:19","Boston, Massachusetts","17972270","4069","jms"
"3201696","ajmajmajma","2017-10-07 02:03:25","Boston","46614623","92378","istanbul"
"1406210","Lance McCarthy","2017-02-02 23:36:27","Boston","40921005","1117","xaml"
"741099","Nyxynyx","2017-04-24 22:43:11","Boston","43598157","16","python"
"4455832","johndburger","2017-12-06 02:15:05","Boston","47662078","16","python"
"741099","Nyxynyx","2017-05-01 00:58:26","Boston","43711708","46426","node.js"
"4179866","giuseppe","2017-09-29 09:39:32","Boston","26663573","31860","nsfilemanager"
"741099","Nyxynyx","2017-04-24 22:43:11","Boston","43598157","1158","qt"
"741099","Nyxynyx","2017-04-01 12:33:04","Boston","43155211","16","python"
"741099","Nyxynyx","2017-10-28 23:26:42","Boston","46995307","16","python"
"741099","Nyxynyx","2017-04-01 12:33:04","Boston","43155211","7979","matplotlib"
